"member_id","loan_amnt","funded_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","grade"
57759450,18000,18000,"60 months",19.99,"2 years","RENT",58000,"Source Verified","Charged Off","debt_consolidation","E"
58024379,2700,2700,"36 months",14.65,"10+ years","MORTGAGE",95000,"Source Verified","Current","credit_card","C"
57985096,5000,5000,"36 months",12.69,"3 years","MORTGAGE",46800,"Source Verified","Current","debt_consolidation","C"
8722041,18000,18000,"60 months",16.2,"n/a","OWN",125000,"Verified","Fully Paid","debt_consolidation","C"
58299036,6000,6000,"36 months",9.99,"< 1 year","RENT",39000,"Not Verified","Current","debt_consolidation","B"
7218849,13000,13000,"36 months",7.9,"2 years","RENT",66000,"Not Verified","Current","debt_consolidation","A"
1816276,16100,16100,"60 months",21.49,"2 years","MORTGAGE",45000,"Verified","Fully Paid","debt_consolidation","E"
73303693,20925,20925,"36 months",18.49,"10+ years","MORTGAGE",65000,"Verified","Issued","debt_consolidation","D"
11947077,7925,7925,"36 months",16.99,"5 years","MORTGAGE",65000,"Verified","Fully Paid","debt_consolidation","D"
42133083,1200,1200,"36 months",13.66,"< 1 year","MORTGAGE",32640,"Not Verified","Current","debt_consolidation","C"
41232822,5000,5000,"36 months",14.31,"4 years","RENT",30000,"Not Verified","Current","debt_consolidation","C"
72080173,12000,12000,"60 months",11.22,"10+ years","MORTGAGE",60305,"Not Verified","Current","debt_consolidation","B"
4071373,25000,25000,"60 months",19.72,"5 years","OWN",106000,"Verified","Fully Paid","debt_consolidation","D"
68710461,25000,25000,"60 months",21.99,"8 years","MORTGAGE",62000,"Verified","Current","home_improvement","F"
10356721,18000,18000,"36 months",6.62,"5 years","RENT",80000,"Not Verified","Fully Paid","credit_card","A"
53632849,12000,12000,"60 months",12.69,"7 years","RENT",37542,"Source Verified","Current","credit_card","C"
1293167,25000,25000,"36 months",8.9,"4 years","RENT",60000,"Verified","Fully Paid","debt_consolidation","A"
36194649,30000,30000,"36 months",12.99,"< 1 year","RENT",68000,"Verified","Current","credit_card","C"
1739775,25975,25975,"60 months",23.28,"9 years","MORTGAGE",65000,"Verified","Fully Paid","debt_consolidation","F"
28730979,7000,7000,"36 months",14.99,"3 years","OWN",25000,"Not Verified","Fully Paid","debt_consolidation","C"
64792231,8000,8000,"36 months",10.99,"< 1 year","RENT",130000,"Verified","Current","other","B"
55388375,22600,22600,"60 months",18.25,"5 years","MORTGAGE",56500,"Source Verified","Current","debt_consolidation","E"
863948,7000,7000,"60 months",14.17,"10+ years","RENT",59000,"Not Verified","Current","debt_consolidation","C"
23003241,17600,17600,"36 months",14.99,"n/a","MORTGAGE",42000,"Verified","Current","debt_consolidation","C"
58821493,20000,20000,"36 months",5.32,"10+ years","MORTGAGE",130000,"Source Verified","Current","debt_consolidation","A"
67249963,18000,18000,"60 months",14.65,"2 years","MORTGAGE",80000,"Verified","Current","debt_consolidation","C"
66035381,32000,32000,"60 months",18.55,"9 years","RENT",90000,"Source Verified","Current","debt_consolidation","E"
65226828,14800,14800,"36 months",14.65,"8 years","RENT",37000,"Source Verified","Current","debt_consolidation","C"
14937774,9500,9500,"36 months",13.65,"8 years","MORTGAGE",104000,"Not Verified","Current","debt_consolidation","C"
45264001,8950,8950,"36 months",14.65,"10+ years","RENT",110000,"Source Verified","Current","debt_consolidation","C"
52405309,35000,35000,"36 months",19.19,"2 years","MORTGAGE",80000,"Verified","Current","home_improvement","E"
43345755,20000,20000,"36 months",12.99,"n/a","OWN",70000,"Verified","Current","debt_consolidation","C"
902729,7000,7000,"36 months",10.74,"< 1 year","RENT",85000,"Verified","Fully Paid","debt_consolidation","B"
8329295,1200,1200,"36 months",20.31,"10+ years","MORTGAGE",82000,"Verified","Charged Off","debt_consolidation","D"
7297299,20700,20700,"60 months",12.35,"2 years","RENT",46000,"Verified","Current","debt_consolidation","B"
73253459,6000,6000,"36 months",14.85,"2 years","RENT",65000,"Source Verified","Issued","debt_consolidation","C"
67538050,10000,10000,"36 months",10.99,"< 1 year","RENT",65000,"Verified","Fully Paid","debt_consolidation","B"
4626816,25000,25000,"36 months",14.09,"8 years","RENT",72000,"Verified","Current","credit_card","B"
19315990,20000,20000,"36 months",8.39,"10+ years","OWN",174000,"Source Verified","Current","debt_consolidation","A"
54596346,30000,30000,"36 months",16.99,"< 1 year","RENT",1e+05,"Verified","Current","debt_consolidation","D"
602413,7000,7000,"36 months",7.14,"< 1 year","OWN",24000,"Not Verified","Fully Paid","major_purchase","A"
7229347,6000,6000,"36 months",14.33,"8 years","RENT",45000,"Verified","Current","debt_consolidation","C"
1754064,15000,15000,"36 months",12.12,"4 years","MORTGAGE",78363,"Not Verified","Fully Paid","home_improvement","B"
1477176,23300,23300,"36 months",18.75,"10+ years","RENT",52000,"Verified","Current","credit_card","D"
18624951,12350,12350,"36 months",14.49,"5 years","RENT",246850,"Source Verified","Current","debt_consolidation","C"
68720548,10000,10000,"36 months",8.18,"1 year","RENT",95000,"Not Verified","Current","debt_consolidation","B"
36945466,10000,10000,"36 months",11.44,"2 years","MORTGAGE",150000,"Not Verified","Current","debt_consolidation","B"
26287586,7000,7000,"36 months",12.49,"10+ years","MORTGAGE",59000,"Not Verified","Fully Paid","debt_consolidation","B"
1754776,3000,3000,"36 months",11.14,"2 years","RENT",26000,"Source Verified","Fully Paid","debt_consolidation","B"
17832993,28000,28000,"36 months",14.64,"10+ years","MORTGAGE",160000,"Verified","Current","debt_consolidation","C"
60847783,13425,13425,"60 months",26.77,"7 years","OWN",32000,"Verified","Current","debt_consolidation","G"
56832607,17500,17500,"36 months",6.24,"< 1 year","MORTGAGE",1e+05,"Not Verified","Current","debt_consolidation","A"
800648,8000,8000,"36 months",5.79,"4 years","RENT",54996,"Source Verified","Fully Paid","debt_consolidation","A"
1812099,13000,13000,"36 months",6.62,"9 years","RENT",71926,"Source Verified","Fully Paid","renewable_energy","A"
65569791,20000,20000,"60 months",14.65,"10+ years","RENT",132700,"Not Verified","Current","credit_card","C"
43151886,13400,13400,"36 months",10.49,"1 year","RENT",28000,"Verified","Current","credit_card","B"
1433185,4000,4000,"36 months",6.03,"2 years","MORTGAGE",1e+05,"Not Verified","Fully Paid","major_purchase","A"
66493770,25000,25000,"36 months",9.99,"10+ years","MORTGAGE",133000,"Verified","Current","debt_consolidation","B"
40564207,4000,4000,"36 months",9.49,"4 years","RENT",1e+05,"Verified","Current","debt_consolidation","B"
21148293,35000,35000,"36 months",11.67,"10+ years","MORTGAGE",148000,"Verified","Current","debt_consolidation","B"
54475880,14400,14400,"60 months",9.17,"2 years","MORTGAGE",50000,"Not Verified","Current","home_improvement","B"
624583,12000,12000,"36 months",11.36,"1 year","MORTGAGE",132000,"Not Verified","Fully Paid","debt_consolidation","B"
51975052,14400,14400,"60 months",17.86,"1 year","RENT",50000,"Source Verified","Current","debt_consolidation","D"
9187528,25000,25000,"60 months",23.4,"2 years","MORTGAGE",71998,"Source Verified","Charged Off","debt_consolidation","E"
47143446,23500,23500,"36 months",9.17,"10+ years","MORTGAGE",110000,"Verified","Current","debt_consolidation","B"
72509267,18000,18000,"36 months",8.38,"2 years","OWN",75000,"Source Verified","Current","credit_card","B"
23563372,15000,15000,"60 months",12.49,"3 years","MORTGAGE",40000,"Not Verified","In Grace Period","debt_consolidation","B"
58679468,10000,10000,"36 months",6.89,"10+ years","MORTGAGE",150000,"Not Verified","Current","credit_card","A"
59639868,7200,7200,"36 months",16.99,"5 years","RENT",80000,"Source Verified","Fully Paid","debt_consolidation","D"
71339821,5600,5600,"36 months",8.38,"10+ years","RENT",24000,"Not Verified","Current","debt_consolidation","B"
17332184,25000,25000,"36 months",10.99,"2 years","RENT",150000,"Source Verified","Current","debt_consolidation","B"
10428485,3000,3000,"36 months",11.99,"< 1 year","RENT",19500,"Not Verified","Fully Paid","credit_card","B"
46735970,8400,8400,"36 months",12.69,"5 years","RENT",148000,"Source Verified","Current","credit_card","C"
52275596,6000,6000,"36 months",6.24,"10+ years","MORTGAGE",65000,"Not Verified","Current","credit_card","A"
73375215,12000,12000,"60 months",13.99,"4 years","MORTGAGE",40000,"Source Verified","Issued","debt_consolidation","C"
4226240,2500,2500,"36 months",18.49,"5 years","RENT",47000,"Verified","Fully Paid","debt_consolidation","D"
30044240,6000,6000,"36 months",8.39,"n/a","MORTGAGE",153000,"Verified","Current","credit_card","A"
13320522,16300,16300,"36 months",19.97,"10+ years","MORTGAGE",135000,"Verified","Current","debt_consolidation","D"
32958988,28000,28000,"36 months",7.12,"9 years","MORTGAGE",170000,"Source Verified","Current","credit_card","A"
73475803,18000,18000,"60 months",11.99,"10+ years","MORTGAGE",150000,"Not Verified","Issued","debt_consolidation","C"
34080667,33825,33825,"36 months",8.39,"10+ years","MORTGAGE",220000,"Verified","Current","credit_card","A"
1635031,24925,24925,"36 months",7.9,"< 1 year","MORTGAGE",50000,"Verified","Fully Paid","small_business","A"
71200169,17750,17750,"36 months",5.32,"10+ years","MORTGAGE",118000,"Not Verified","Current","credit_card","A"
68721049,15000,15000,"60 months",18.2,"10+ years","OWN",81000,"Not Verified","Current","major_purchase","E"
6977230,9800,9800,"36 months",15.22,"7 years","RENT",160000,"Not Verified","Fully Paid","debt_consolidation","C"
28852699,18000,18000,"36 months",6.03,"7 years","MORTGAGE",70000,"Not Verified","Current","credit_card","A"
43297027,25000,25000,"60 months",14.99,"10+ years","MORTGAGE",91000,"Source Verified","Current","debt_consolidation","C"
58973379,25000,25000,"60 months",21.99,"3 years","MORTGAGE",110000,"Not Verified","Current","debt_consolidation","F"
1346893,10000,10000,"36 months",11.71,"3 years","RENT",54000,"Source Verified","Fully Paid","debt_consolidation","B"
43825340,35000,35000,"60 months",12.29,"4 years","RENT",95000,"Verified","Current","debt_consolidation","C"
7440656,10000,10000,"36 months",15.22,"8 years","MORTGAGE",90000,"Not Verified","Current","credit_card","C"
6988798,20050,20050,"60 months",10.16,"n/a","MORTGAGE",46000,"Verified","Current","debt_consolidation","B"
71189215,4325,4325,"36 months",25.99,"1 year","MORTGAGE",50000,"Source Verified","Current","debt_consolidation","F"
23403312,5000,5000,"36 months",16.29,"4 years","RENT",43000,"Not Verified","Current","debt_consolidation","D"
35082118,15725,15725,"36 months",19.52,"10+ years","RENT",43800,"Not Verified","Charged Off","debt_consolidation","E"
70414009,19200,19200,"60 months",10.99,"10+ years","MORTGAGE",97000,"Verified","Current","debt_consolidation","B"
23533833,10800,10800,"60 months",20.99,"10+ years","MORTGAGE",40000,"Verified","Fully Paid","debt_consolidation","E"
64163021,12000,12000,"36 months",13.33,"1 year","MORTGAGE",85000,"Verified","Current","home_improvement","C"
44827278,21000,21000,"36 months",8.18,"6 years","RENT",258000,"Verified","Current","credit_card","B"
10118264,14400,14400,"36 months",17.1,"10+ years","MORTGAGE",80000,"Not Verified","Current","debt_consolidation","C"
9401315,10000,10000,"36 months",9.99,"10+ years","MORTGAGE",84000,"Source Verified","Current","home_improvement","B"
9868372,28000,28000,"60 months",11.99,"1 year","RENT",120000,"Verified","Fully Paid","debt_consolidation","B"
65025764,24000,24000,"36 months",14.65,"6 years","MORTGAGE",150000,"Source Verified","Current","debt_consolidation","C"
47158689,18000,18000,"60 months",9.99,"3 years","RENT",41200,"Source Verified","Current","credit_card","B"
36985675,7000,7000,"36 months",11.99,"10+ years","MORTGAGE",60000,"Not Verified","Current","debt_consolidation","B"
41232194,20000,20000,"60 months",14.31,"10+ years","RENT",62000,"Source Verified","Current","debt_consolidation","C"
42396500,26000,26000,"36 months",6.49,"7 years","MORTGAGE",388778,"Verified","Current","debt_consolidation","A"
1327323,12875,12875,"36 months",13.49,"10+ years","RENT",27000,"Verified","Fully Paid","other","C"
2827592,4000,4000,"36 months",15.8,"10+ years","RENT",47000,"Source Verified","Fully Paid","major_purchase","C"
8120370,20000,20000,"36 months",10.64,"10+ years","MORTGAGE",56800,"Verified","Fully Paid","debt_consolidation","B"
7840152,2500,2500,"36 months",20.31,"6 years","RENT",40000,"Not Verified","Fully Paid","moving","D"
59174839,6000,6000,"36 months",5.32,"2 years","MORTGAGE",52000,"Not Verified","Current","debt_consolidation","A"
49902059,9925,9925,"36 months",16.99,"10+ years","MORTGAGE",110000,"Source Verified","Fully Paid","other","D"
7316779,7600,7600,"36 months",20.31,"6 years","RENT",68000,"Verified","Current","debt_consolidation","D"
49994531,8000,8000,"36 months",11.53,"2 years","MORTGAGE",52000,"Source Verified","Current","credit_card","B"
66504769,3000,3000,"36 months",10.99,"1 year","RENT",45000,"Verified","Current","debt_consolidation","B"
65539351,15000,15000,"36 months",10.99,"10+ years","MORTGAGE",56000,"Not Verified","Current","debt_consolidation","B"
24234371,19700,19700,"36 months",8.39,"3 years","MORTGAGE",62000,"Not Verified","Current","debt_consolidation","A"
37667749,25975,25975,"60 months",21.99,"10+ years","RENT",52000,"Source Verified","Current","debt_consolidation","E"
69655605,8075,8075,"36 months",12.05,"2 years","RENT",68000,"Source Verified","Current","credit_card","C"
7000639,15000,15000,"36 months",10.16,"n/a","MORTGAGE",72000,"Verified","Current","debt_consolidation","B"
13329089,14000,14000,"36 months",13.53,"8 years","MORTGAGE",75920,"Verified","Current","debt_consolidation","B"
3962992,15000,15000,"36 months",12.12,"10+ years","MORTGAGE",68000,"Not Verified","Fully Paid","debt_consolidation","B"
37165499,16000,16000,"36 months",8.67,"1 year","MORTGAGE",75000,"Verified","Current","debt_consolidation","B"
47159834,2500,2500,"36 months",6.92,"10+ years","OWN",75000,"Not Verified","Current","debt_consolidation","A"
70389941,9000,9000,"36 months",9.17,"< 1 year","MORTGAGE",51150,"Source Verified","Current","debt_consolidation","B"
13288204,7000,7000,"36 months",8.9,"< 1 year","RENT",85000,"Not Verified","Current","credit_card","A"
46835847,35000,35000,"60 months",16.55,"4 years","RENT",120000,"Verified","Current","debt_consolidation","D"
70410713,10000,10000,"36 months",9.17,"8 years","MORTGAGE",55000,"Source Verified","Current","credit_card","B"
72258111,15000,15000,"36 months",8.38,"10+ years","MORTGAGE",85000,"Not Verified","Issued","home_improvement","B"
51431562,1500,1500,"36 months",12.69,"10+ years","RENT",27742,"Verified","Current","other","C"
7408668,6000,6000,"36 months",17.56,"10+ years","MORTGAGE",54000,"Verified","Fully Paid","debt_consolidation","D"
1013149,6000,6000,"36 months",10.99,"< 1 year","RENT",95000,"Source Verified","Fully Paid","debt_consolidation","B"
65473260,19200,19200,"60 months",7.89,"1 year","RENT",120000,"Not Verified","Current","major_purchase","A"
36184998,8000,8000,"36 months",7.49,"10+ years","MORTGAGE",31000,"Not Verified","Current","credit_card","A"
70799566,25000,25000,"60 months",14.48,"10+ years","RENT",150000,"Not Verified","Current","debt_consolidation","C"
6330938,21000,21000,"60 months",17.77,"10+ years","MORTGAGE",63500,"Verified","Current","debt_consolidation","D"
4576868,19200,19200,"36 months",10.16,"2 years","RENT",89000,"Not Verified","Current","credit_card","B"
12004370,16225,16225,"36 months",14.98,"10+ years","RENT",80000,"Verified","Charged Off","debt_consolidation","C"
13877779,28000,28000,"36 months",8.9,"10+ years","MORTGAGE",127500,"Source Verified","Current","debt_consolidation","A"
16612728,19675,19675,"60 months",18.25,"10+ years","MORTGAGE",210400,"Not Verified","Current","debt_consolidation","D"
37807639,30000,30000,"36 months",8.19,"2 years","RENT",2e+05,"Verified","Current","debt_consolidation","A"
51954896,5000,5000,"36 months",13.33,"10+ years","RENT",1e+05,"Source Verified","Current","other","C"
5427235,21000,21000,"36 months",14.33,"2 years","MORTGAGE",95000,"Verified","Charged Off","debt_consolidation","C"
10352375,14000,14000,"60 months",17.76,"10+ years","MORTGAGE",36000,"Source Verified","Current","credit_card","D"
64293811,25775,25775,"60 months",23.99,"10+ years","MORTGAGE",1e+05,"Verified","Current","debt_consolidation","F"
63059419,13600,13600,"36 months",9.17,"8 years","RENT",82000,"Source Verified","Current","credit_card","B"
59639178,7200,7200,"36 months",11.53,"< 1 year","RENT",35000,"Source Verified","Current","credit_card","B"
64282286,7000,7000,"36 months",10.99,"1 year","MORTGAGE",56500,"Verified","Current","debt_consolidation","B"
64915798,5600,5600,"36 months",7.26,"8 years","MORTGAGE",35000,"Not Verified","Current","debt_consolidation","A"
567753,25000,25000,"36 months",15.65,"5 years","RENT",54383.42,"Not Verified","Fully Paid","debt_consolidation","D"
43909052,18000,18000,"36 months",6.92,"n/a","MORTGAGE",63400,"Verified","Current","debt_consolidation","A"
21619205,30000,30000,"36 months",7.69,"10+ years","MORTGAGE",143015,"Verified","Current","debt_consolidation","A"
22311441,10000,10000,"36 months",6.03,"1 year","RENT",27000,"Not Verified","Fully Paid","credit_card","A"
1290873,7200,7200,"36 months",12.69,"7 years","OWN",23500,"Source Verified","Fully Paid","debt_consolidation","B"
54626204,23850,23850,"36 months",14.65,"1 year","RENT",61000,"Source Verified","Current","credit_card","C"
788315,12000,12000,"60 months",15.95,"3 years","RENT",43000,"Source Verified","Fully Paid","debt_consolidation","E"
55396219,8000,8000,"36 months",14.65,"2 years","RENT",47000,"Verified","Current","debt_consolidation","C"
37396966,10375,10375,"60 months",23.99,"1 year","RENT",29000,"Source Verified","Current","debt_consolidation","F"
65551518,20000,20000,"36 months",7.89,"10+ years","MORTGAGE",215000,"Source Verified","Current","debt_consolidation","A"
11507069,35000,35000,"60 months",18.25,"4 years","MORTGAGE",86000,"Verified","In Grace Period","debt_consolidation","D"
57515206,5600,5600,"36 months",12.29,"< 1 year","RENT",29000,"Source Verified","Current","debt_consolidation","C"
71218235,22000,22000,"36 months",5.32,"10+ years","MORTGAGE",126000,"Verified","Current","home_improvement","A"
2357565,9800,9800,"36 months",7.9,"3 years","RENT",105000,"Verified","Fully Paid","house","A"
26376712,25475,25475,"60 months",14.49,"10+ years","MORTGAGE",85000,"Verified","Current","debt_consolidation","C"
47102735,19950,19950,"60 months",21.67,"8 years","RENT",50000,"Source Verified","Current","debt_consolidation","E"
70288896,6800,6800,"36 months",7.89,"9 years","RENT",60000,"Source Verified","Current","debt_consolidation","A"
18394596,17000,17000,"36 months",13.98,"2 years","RENT",75472,"Not Verified","Current","debt_consolidation","C"
61565572,15000,15000,"36 months",8.18,"2 years","RENT",55500,"Source Verified","Current","debt_consolidation","B"
55326418,16400,16400,"60 months",19.99,"3 years","MORTGAGE",55000,"Not Verified","Current","credit_card","E"
8100551,17625,17625,"36 months",11.55,"< 1 year","RENT",40000,"Not Verified","Late (31-120 days)","credit_card","B"
72110701,35000,35000,"36 months",17.57,"10+ years","MORTGAGE",120000,"Source Verified","Current","home_improvement","D"
15530718,15000,15000,"60 months",14.16,"10+ years","MORTGAGE",56654,"Source Verified","Current","debt_consolidation","C"
18584914,12000,12000,"36 months",11.67,"10+ years","MORTGAGE",120000,"Source Verified","Current","credit_card","B"
66402978,24000,24000,"36 months",8.18,"1 year","RENT",120000,"Source Verified","Current","debt_consolidation","B"
71299498,20000,20000,"36 months",7.26,"n/a","OWN",105000,"Verified","Current","credit_card","A"
3931947,21000,21000,"36 months",13.11,"10+ years","MORTGAGE",83000,"Verified","Current","debt_consolidation","B"
53333748,6550,6550,"36 months",15.61,"8 years","OWN",115000,"Source Verified","Current","home_improvement","D"
65589704,8000,8000,"36 months",9.17,"8 years","RENT",31979,"Source Verified","Current","debt_consolidation","B"
8908094,30000,30000,"36 months",14.3,"9 years","MORTGAGE",72000,"Verified","Current","debt_consolidation","C"
65649601,22500,22500,"36 months",9.99,"9 years","MORTGAGE",45000,"Not Verified","Current","debt_consolidation","B"
42505907,28000,28000,"36 months",15.59,"10+ years","RENT",102000,"Source Verified","Current","home_improvement","D"
22100619,10000,10000,"36 months",10.99,"10+ years","RENT",40000,"Not Verified","Fully Paid","credit_card","B"
42712168,10000,10000,"60 months",9.49,"6 years","RENT",85000,"Source Verified","Current","debt_consolidation","B"
47074156,12000,12000,"36 months",11.53,"n/a","RENT",61524,"Source Verified","Current","credit_card","B"
7128276,22000,22000,"36 months",7.62,"10+ years","MORTGAGE",67000,"Verified","Fully Paid","credit_card","A"
71161347,11500,11500,"60 months",14.48,"5 years","RENT",40000,"Not Verified","Current","debt_consolidation","C"
15077720,12000,12000,"36 months",15.31,"3 years","RENT",61000,"Not Verified","Charged Off","debt_consolidation","C"
35053239,10500,10500,"60 months",13.35,"2 years","MORTGAGE",70000,"Source Verified","Current","debt_consolidation","C"
70259553,5500,5500,"36 months",5.32,"10+ years","OWN",1e+05,"Source Verified","Current","major_purchase","A"
53935758,20000,20000,"36 months",7.89,"8 years","MORTGAGE",103600,"Source Verified","Current","debt_consolidation","A"
10848657,24000,24000,"60 months",17.57,"10+ years","MORTGAGE",148000,"Verified","Current","debt_consolidation","D"
11038173,6000,6000,"36 months",7.9,"3 years","MORTGAGE",70000,"Not Verified","Fully Paid","debt_consolidation","A"
9147552,15000,15000,"36 months",17.76,"1 year","RENT",79040,"Source Verified","Fully Paid","other","D"
26366310,35000,35000,"36 months",13.98,"5 years","MORTGAGE",175000,"Source Verified","Fully Paid","home_improvement","C"
11497059,12000,12000,"36 months",7.9,"10+ years","MORTGAGE",86000,"Source Verified","Current","credit_card","A"
9432877,8000,8000,"36 months",13.67,"6 years","RENT",24000,"Not Verified","Charged Off","car","B"
38138386,18000,18000,"60 months",19.24,"< 1 year","RENT",124800,"Verified","Current","moving","E"
22210515,12000,12000,"60 months",14.49,"6 years","RENT",42000,"Source Verified","Charged Off","credit_card","C"
71221458,10000,10000,"36 months",7.26,"4 years","OWN",105000,"Not Verified","Current","other","A"
70060660,8400,8400,"36 months",10.99,"6 years","MORTGAGE",68700,"Source Verified","Current","debt_consolidation","B"
28872141,10050,10050,"36 months",10.15,"5 years","RENT",35000,"Not Verified","Current","car","B"
42526419,9750,9750,"36 months",14.31,"7 years","RENT",49000,"Verified","Fully Paid","debt_consolidation","C"
12032016,25000,25000,"60 months",19.97,"10+ years","RENT",96000,"Source Verified","Current","debt_consolidation","D"
4594840,10000,10000,"36 months",8.9,"2 years","MORTGAGE",90000,"Not Verified","Fully Paid","home_improvement","A"
27790342,3000,3000,"36 months",17.57,"< 1 year","MORTGAGE",92000,"Verified","Current","home_improvement","D"
71307542,18000,18000,"36 months",8.38,"10+ years","OWN",59000,"Not Verified","Current","credit_card","B"
51873727,13000,13000,"60 months",12.69,"7 years","MORTGAGE",47000,"Source Verified","Current","credit_card","C"
60677037,9600,9600,"36 months",12.29,"6 years","RENT",32000,"Source Verified","Current","debt_consolidation","C"
1435481,9500,9500,"36 months",14.65,"5 years","MORTGAGE",40000,"Not Verified","Fully Paid","debt_consolidation","C"
16240161,9000,9000,"36 months",15.61,"2 years","RENT",85000,"Source Verified","Current","other","C"
52527766,6625,6625,"36 months",17.86,"1 year","MORTGAGE",45000,"Source Verified","Current","home_improvement","D"
33569571,2400,2400,"36 months",12.49,"5 years","RENT",37000,"Not Verified","Fully Paid","debt_consolidation","B"
7426839,20000,20000,"60 months",23.5,"n/a","MORTGAGE",61000,"Verified","Current","debt_consolidation","F"
57678225,9600,9600,"36 months",7.89,"n/a","OWN",35000,"Source Verified","Current","credit_card","A"
33008581,16000,16000,"36 months",12.99,"10+ years","MORTGAGE",78000,"Source Verified","Fully Paid","debt_consolidation","C"
57914183,10000,10000,"60 months",13.33,"1 year","MORTGAGE",120000,"Verified","Current","debt_consolidation","C"
1002157,11000,11000,"36 months",7.49,"10+ years","RENT",38400,"Not Verified","Fully Paid","debt_consolidation","A"
2430927,10000,10000,"36 months",10.99,"5 years","MORTGAGE",60000,"Not Verified","Fully Paid","debt_consolidation","B"
688061,10800,10800,"60 months",11.49,"8 years","RENT",55000,"Verified","Fully Paid","wedding","B"
30175202,11000,11000,"60 months",24.5,"10+ years","MORTGAGE",125000,"Source Verified","Current","debt_consolidation","F"
66524070,20000,20000,"36 months",7.26,"< 1 year","RENT",126000,"Verified","Current","debt_consolidation","A"
19815994,32000,32000,"60 months",16.29,"4 years","MORTGAGE",90200,"Verified","Current","debt_consolidation","D"
65014971,6400,6400,"36 months",8.18,"4 years","RENT",82500,"Source Verified","Current","credit_card","B"
16020389,26000,26000,"36 months",13.65,"10+ years","MORTGAGE",144000,"Source Verified","Fully Paid","debt_consolidation","C"
4717934,10000,10000,"36 months",17.27,"7 years","RENT",55000,"Source Verified","Fully Paid","credit_card","C"
1668324,23500,23500,"36 months",7.9,"10+ years","MORTGAGE",70000,"Verified","Fully Paid","credit_card","A"
73414280,5000,5000,"36 months",7.49,"2 years","MORTGAGE",109000,"Not Verified","Issued","debt_consolidation","A"
22751487,24000,24000,"36 months",13.35,"3 years","MORTGAGE",190000,"Verified","Current","home_improvement","C"
46931672,5400,5400,"36 months",7.89,"9 years","RENT",56316,"Not Verified","Current","debt_consolidation","A"
67672774,12000,12000,"36 months",11.53,"5 years","MORTGAGE",60000,"Source Verified","Current","debt_consolidation","B"
64986868,8000,8000,"36 months",5.32,"n/a","OWN",50000,"Not Verified","Current","debt_consolidation","A"
12816858,3350,3350,"36 months",12.85,"10+ years","MORTGAGE",52000,"Verified","Fully Paid","credit_card","B"
58862198,20000,20000,"36 months",9.17,"5 years","RENT",87000,"Source Verified","Current","debt_consolidation","B"
64383310,4800,4800,"36 months",9.17,"7 years","MORTGAGE",62000,"Source Verified","Current","debt_consolidation","B"
64727663,35000,35000,"60 months",13.33,"9 years","MORTGAGE",120000,"Source Verified","Current","credit_card","C"
41387927,10500,10500,"60 months",12.39,"7 years","MORTGAGE",67534,"Verified","Current","credit_card","C"
7737178,10000,10000,"60 months",22.2,"10+ years","MORTGAGE",40000,"Source Verified","Current","other","E"
60827249,18000,18000,"60 months",13.33,"4 years","MORTGAGE",90000,"Source Verified","Current","debt_consolidation","C"
674005,13400,8400,"60 months",7.88,"1 year","MORTGAGE",24000,"Not Verified","Fully Paid","credit_card","A"
72837471,15000,15000,"36 months",9.17,"9 years","MORTGAGE",45000,"Verified","Issued","debt_consolidation","B"
37135880,8975,8975,"36 months",21.99,"3 years","RENT",24960,"Source Verified","Fully Paid","debt_consolidation","E"
13897196,16000,16000,"36 months",12.99,"7 years","RENT",91000,"Not Verified","Fully Paid","credit_card","B"
8731278,12000,12000,"60 months",21.7,"10+ years","MORTGAGE",55884,"Source Verified","Current","debt_consolidation","E"
60858243,6025,6025,"36 months",13.99,"7 years","MORTGAGE",41000,"Source Verified","Current","debt_consolidation","C"
35784156,20800,20800,"36 months",17.57,"10+ years","MORTGAGE",52000,"Source Verified","Current","debt_consolidation","D"
72208346,6350,6350,"36 months",14.48,"8 years","MORTGAGE",49900,"Source Verified","Current","debt_consolidation","C"
21128343,4725,4725,"36 months",16.29,"5 years","MORTGAGE",60000,"Not Verified","Current","debt_consolidation","D"
62119256,10000,10000,"36 months",11.53,"10+ years","MORTGAGE",56000,"Not Verified","Current","debt_consolidation","B"
9429330,35000,35000,"36 months",14.3,"3 years","MORTGAGE",155000,"Source Verified","Current","debt_consolidation","C"
35754568,10800,10800,"36 months",12.99,"n/a","MORTGAGE",116000,"Verified","Charged Off","debt_consolidation","C"
41378370,15000,15000,"60 months",15.59,"1 year","RENT",120000,"Source Verified","Fully Paid","debt_consolidation","D"
54875932,9000,9000,"36 months",7.89,"n/a","RENT",57000,"Source Verified","Current","debt_consolidation","A"
38660951,3000,3000,"36 months",12.99,"8 years","OWN",50000,"Verified","Current","medical","C"
67757883,7000,7000,"36 months",11.53,"3 years","RENT",24000,"Verified","Current","debt_consolidation","B"
51643399,24000,24000,"60 months",20.49,"5 years","RENT",68000,"Verified","Current","debt_consolidation","E"
23073395,7000,7000,"36 months",17.57,"1 year","RENT",42000,"Source Verified","Current","debt_consolidation","D"
70286244,17000,17000,"60 months",18.49,"3 years","RENT",34000,"Verified","Current","debt_consolidation","E"
1099390,12625,12625,"36 months",7.9,"1 year","MORTGAGE",55000,"Source Verified","Charged Off","debt_consolidation","A"
