AccidentType,inckey,Fatalities,Injuries,TrackDamage,EquipmentDamage,HazmatCars,HazmatCarsDerailed,HazmatCarsReleasing,County,DisplayDate,DisplayTime,calendar,Fiscal,AccidentCause,RailroadCodes,RAILEQUIPMENT_TYPE,CauseGroup,CauseDiscipline,TYPE_OF_TRACK,StateName,latitude,longitude,GeoLocation
Other impacts,2013:03:UP:0313PD009,0,0,100,10091,0,0,0,MULTNOMAH,3/11/2013 0:00,8:06,2013,2013,"H601,","UP,",8,"H6,","H,",MAIN,Oregon,45.530279,-122.646307,"Oregon
(45.530279, -122.646307)"
Derailments,2014:05:PSAP:PSA570414D,0,0,69000,5000,1,0,0,LEWIS,5/21/2014 0:00,18:58,2014,2014,"M599,","PSAP,",7,"M5,","M,",YARD,Washington,46.44595,-122.59295,"Washington
(46.44595, -122.59295)"
Derailments,2012:02:CLC:ID120009,0,0,40573,2500,0,0,0,COWLITZ,2/27/2012 0:00,4:30,2012,2012,"T110,","CLC,",7,"T1,","T,",YARD,Washington,46.0768,-122.58721,"Washington
(46.0768, -122.58721)"
Derailments,2012:02:CLC:ID1200010,0,0,37225,15321,0,0,0,COWLITZ,2/28/2012 0:00,3:50,2012,2012,"T110,","CLC,",7,"T1,","T,",YARD,Washington,46.07678,-122.58714,"Washington
(46.07678, -122.58714)"
Obstruction impact,2014:08:TMBL:08152014A,0,0,422903,14599,0,0,0,THURSTON,8/15/2014 0:00,20:40,2014,2014,"M503,","TMBL,",1,"M5,","M,",MAIN,Washington,47.00041,-122.57236,"Washington
(47.00041, -122.57236)"
Derailments,2016:06:XTMC:INDUSTRY,0,0,899,17294,0,0,0,PIERCE,6/1/2016 0:00,15:00,2016,2016,"H303,H017,","UP,",8,"H3,H0,","H,",INDUSTRY,Washington,47.275605,-122.465548,"Washington
(47.275605, -122.465548)"
Other events,2012:06:BNSF:NW0612104,0,0,18000,0,0,0,0,PIERCE,6/9/2012 0:00,15:00,2012,2012,"H221,H702,","BNSF,",8,"H2,H7,","H,",MAIN,Washington,47.26387,-122.4429,"Washington
(47.26387, -122.4429)"
Side collision,2015:08:UP:0815PD017,0,1,15434,105000,24,0,0,PIERCE,8/28/2015 0:00,10:30,2015,2015,"H607,","BNSF,UP,",77,"H6,","H,",YARD,Washington,47.246149,-122.434781,"Washington
(47.246149, -122.434781)"
Derailments,2015:10:BNSF:NW1015106,0,0,0,35000,28,0,0,PIERCE,10/15/2015 0:00,17:00,2015,2016,"H514,","BNSF,",1,"H5,","H,",MAIN,Washington,47.245938,-122.434741,"Washington
(47.245938, -122.434741)"
Derailments,2015:08:BNSF:NW0815101,0,0,1000,14996,0,0,0,PIERCE,8/6/2015 0:00,12:10,2015,2015,"T207,","BNSF,",7,"T2,","T,",YARD,Washington,47.24183,-122.428103,"Washington
(47.24183, -122.428103)"
Derailments,2015:11:BNSF:NW1115100,0,0,2300,15245,2,2,0,PIERCE,11/5/2015 0:00,4:00,2015,2016,"H312,","BNSF,",7,"H3,","H,",YARD,Washington,47.242317,-122.424824,"Washington
(47.242317, -122.424824)"
Raking collision,2014:06:BNSF:NW0614102,0,0,0,21059,0,0,0,PIERCE,6/6/2014 0:00,2:30,2014,2014,"H307,","BNSF,",7,"H3,","H,",YARD,Washington,47.243008,-122.416275,"Washington
(47.243008, -122.416275)"
Derailments,2011:06:PTOZ:INDUSTRY,0,0,25639,250,0,0,0,PIERCE,6/13/2011 0:00,8:10,2011,2011,"T111,","UP,",1,"T1,","T,",INDUSTRY,Washington,47.24431,-122.415043,"Washington
(47.24431, -122.415043)"
Derailments,2014:10:XSIM:INDUSTRY,0,0,1000,12001,0,0,0,PIERCE,10/31/2014 0:00,17:40,2014,2015,"T110,","BNSF,",7,"T1,","T,",INDUSTRY,Washington,47.24323,-122.41416,"Washington
(47.24323, -122.41416)"
Other impacts,2014:08:BNSF:NW0814122,0,0,0,11505,2,2,0,PIERCE,8/29/2014 0:00,3:50,2014,2014,"H318,","BNSF,",67,"H3,","H,",YARD,Washington,47.24319,-122.414149,"Washington
(47.24319, -122.414149)"
Highway-rail impact,2013:03:PCMZ:20130304D,0,0,2850,65520,0,0,0,SAN MATEO,3/4/2013 0:00,18:27,2013,2013,"M302,","PCMZ,",NA,"M3,","M,",MAIN,California,37.630678,-122.411744,"California
(37.630678, -122.411744)"
Derailments,2014:10:PCMZ:20141013A,0,0,72783,18855,0,0,0,SAN MATEO,10/13/2014 0:00,8:35,2014,2015,"H704,","PCMZ,UP,",7,"H7,","H,",YARD,California,37.650084,-122.410017,"California
(37.650084, -122.410017)"
Highway-rail impact,2013:02:PCMZ:20130211B,0,0,20000,47983,0,0,0,SAN MATEO,2/11/2013 0:00,14:25,2013,2013,"M302,","PCMZ,",3,"M3,","M,",MAIN,California,37.626591,-122.409421,"California
(37.626591, -122.409421)"
Derailments,2012:01:UP:0112RS017,0,0,0,21747,0,0,0,SHASTA,1/24/2012 0:00,18:20,2012,2012,"H599,H522,","UP,",1,"H5,","H,",MAIN,California,40.997338,-122.408579,"California
(40.997338, -122.408579)"
Derailments,2014:05:UP:0514PD014,0,0,4198,18847,0,0,0,MULTNOMAH,5/19/2014 0:00,18:15,2014,2014,"T102,T110,","UP,",8,"T1,","T,",YARD,Oregon,45.532359,-122.405759,"Oregon
(45.532359, -122.405759)"
Derailments,2014:01:UP:0114RS018,0,0,379288,107565,0,0,0,SHASTA,1/27/2014 0:00,15:20,2014,2014,"T102,M405,","UP,",1,"T1,M4,","T,M,",MAIN,California,41.015762,-122.405325,"California
(41.015762, -122.405325)"
Derailments,2016:04:TMBL:04302016A,0,0,500,40728,0,0,0,PIERCE,4/30/2016 0:00,2:30,2016,2016,"H503,","BNSF,TMBL,",1,"H5,","H,",YARD,Washington,47.260775,-122.398707,"Washington
(47.260775, -122.398707)"
Obstruction impact,2015:11:BNSF:NW1115118,0,0,0,30629,0,0,0,PIERCE,11/17/2015 0:00,15:42,2015,2016,"M404,","ATK,BNSF,",2,"M4,","M,",MAIN,Washington,47.23598,-122.395747,"Washington
(47.23598, -122.395747)"
Side collision,2016:03:TMBL:03142016A,0,0,0,13000,0,0,0,PIERCE,3/14/2016 0:00,1:45,2016,2016,"H306,H309,","TMBL,",76,"H3,","H,",INDUSTRY,Washington,47.273439,-122.390253,"Washington
(47.273439, -122.390253)"
Side collision,2016:03:TMBL:03242016A,0,0,0,30000,2,2,0,PIERCE,3/24/2016 0:00,1:45,2016,2016,"H318,H310,","TMBL,",6,"H3,","H,",YARD,Washington,47.248746,-122.389803,"Washington
(47.248746, -122.389803)"
Derailments,2013:08:PTOZ:INDUSTRY,0,0,0,42000,0,0,0,PIERCE,8/10/2013 0:00,16:45,2013,2013,"T314,","BNSF,",1,"T3,","T,",YARD,Washington,47.248398,-122.388591,"Washington
(47.248398, -122.388591)"
Derailments,2016:04:TMBL:04222016A,0,0,500,56000,79,18,0,PIERCE,4/22/2016 0:00,9:02,2016,2016,"H504,H599,","TMBL,",7,"H5,","H,",YARD,Washington,47.271466,-122.384737,"Washington
(47.271466, -122.384737)"
Highway-rail impact,2012:10:BNSF:NW1012202,0,0,200,25762,0,0,0,SNOHOMISH,10/16/2012 0:00,13:31,2012,2013,"M303,M304,","BNSF,SCR,",3,"M3,","M,",MAIN,Washington,47.812548,-122.382616,"Washington
(47.812548, -122.382616)"
Derailments,2015:01:BNSF:NW0115111,0,0,10000,35720,0,0,0,KING,1/22/2015 0:00,2:30,2015,2015,"H607,H702,","BNSF,",7,"H6,H7,","H,",YARD,Washington,47.653296,-122.382599,"Washington
(47.653296, -122.382599)"
Other impacts,2010:04:BNSF:NW0410126,0,0,0,46005,0,0,0,KING,4/30/2010 0:00,17:00,2010,2010,"M411,","BNSF,",57,"M4,","M,",YARD,Washington,47.6413,-122.38121,"Washington
(47.6413, -122.38121)"
Side collision,2012:10:BNSF:NW1012111,0,0,5000,63000,23,2,0,KING,10/13/2012 0:00,21:25,2012,2013,"H305,","BNSF,",76,"H3,","H,",YARD,Washington,47.646371,-122.380589,"Washington
(47.646371, -122.380589)"
Derailments,2014:11:BNSF:NW1114111,0,0,3000,7818,0,0,0,KING,11/11/2014 0:00,3:30,2014,2015,"M411,","BNSF,",7,"M4,","M,",YARD,Washington,47.642032,-122.380574,"Washington
(47.642032, -122.380574)"
Derailments,2014:07:BNSF:NW0714116,0,0,342305,132105,97,3,0,KING,7/24/2014 0:00,1:50,2014,2014,"E65L,","BNSF,",1,"E6,","E,",MAIN,Washington,47.631469,-122.376159,"Washington
(47.631469, -122.376159)"
Rear end collision,2015:01:BNSF:NW0115102,0,1,0,36000,0,0,0,KING,1/10/2015 0:00,9:50,2015,2015,"H402,","BNSF,",19,"H4,","H,",MAIN,Washington,47.730866,-122.373347,"Washington
(47.730866, -122.373347)"
Derailments,2011:08:BNSF:CA0811107,0,0,2000,8634,3,3,0,CONTRA COSTA,8/10/2011 0:00,4:10,2011,2011,"H307,H702,","BNSF,",7,"H3,H7,","H,",YARD,California,37.936489,-122.37263,"California
(37.936489, -122.37263)"
Derailments,2012:04:BNSF:NW0412109,0,0,2500,7500,0,0,0,KING,4/12/2012 0:00,9:00,2012,2012,"M504,","BNSF,",6,"M5,","M,",YARD,Washington,47.58,-122.37,"Washington
(47.58, -122.37)"
Derailments,2012:02:BNSF:CA0212100,0,0,3500,7372,0,0,0,CONTRA COSTA,2/5/2012 0:00,5:00,2012,2012,"M405,","BNSF,",7,"M4,","M,",YARD,California,37.94133,-122.369272,"California
(37.94133, -122.369272)"
Derailments,2015:07:BNSF:CA0715106,0,0,500,24585,0,0,0,CONTRA COSTA,7/20/2015 0:00,1:35,2015,2015,"T314,","BNSF,",7,"T3,","T,",YARD,California,37.941328,-122.369112,"California
(37.941328, -122.369112)"
Derailments,2011:11:BNSF:CA1111120,0,0,190200,35900,0,0,0,CONTRA COSTA,11/19/2011 0:00,5:25,2011,2012,"T110,","BNSF,",1,"T1,","T,",YARD,California,37.944637,-122.365849,"California
(37.944637, -122.365849)"
Highway-rail impact,2011:10:RPRC:20111GC,0,0,0,18601,0,0,0,CONTRA COSTA,10/17/2011 0:00,9:05,2011,2012,"M302,M308,","RPRC,",1,"M3,","M,",INDUSTRY,California,37.921163,-122.365584,"California
(37.921163, -122.365584)"
Derailments,2014:11:BNSF:CA1114115,0,0,138041,194435,0,0,0,CONTRA COSTA,11/28/2014 0:00,20:38,2014,2015,"E68C,E07C,","BNSF,",7,"E6,E0,","E,",YARD,California,37.946955,-122.363499,"California
(37.946955, -122.363499)"
Highway-rail impact,2016:03:PCMZ:20160328A,0,0,0,23810,0,0,0,SAN MATEO,3/28/2016 0:00,8:25,2016,2016,"M303,M302,","PCMZ,",NA,"M3,","M,",MAIN,California,37.587863,-122.363254,"California
(37.587863, -122.363254)"
Obstruction impact,2015:01:PCMZ:20150115C,0,0,250,100000,0,0,0,SAN MATEO,1/15/2015 0:00,17:55,2015,2015,"M402,","PCMZ,",3,"M4,","M,",MAIN,California,37.587737,-122.363118,"California
(37.587737, -122.363118)"
Highway-rail impact,2015:06:TMBL:06302015A,0,1,0,14846,24,0,0,PIERCE,6/30/2015 0:00,8:00,2015,2015,"M304,","TMBL,",7,"M3,","M,",YARD,Washington,47.257464,-122.360685,"Washington
(47.257464, -122.360685)"
Derailments,2011:10:BNSF:CA1011108,0,0,3500,13000,0,0,0,CONTRA COSTA,10/22/2011 0:00,17:00,2011,2012,"H607,H702,","BNSF,",1,"H6,H7,","H,",YARD,California,37.952826,-122.358443,"California
(37.952826, -122.358443)"
Derailments,2013:03:UP:0313ES001,0,0,147956,175000,0,0,0,CONTRA COSTA,3/5/2013 0:00,2:30,2013,2013,"E53C,","UP,",NA,"E5,","E,",MAIN,California,37.978617,-122.357936,"California
(37.978617, -122.357936)"
Obstruction impact,2014:12:PCMZ:20141230C,0,0,1500,85000,0,0,0,SAN MATEO,12/30/2014 0:00,17:29,2014,2015,"M404,","PCMZ,",NA,"M4,","M,",MAIN,California,37.580852,-122.346707,"California
(37.580852, -122.346707)"
Obstruction impact,2015:01:UP:0115RS028,0,0,0,43993,0,0,0,CONTRA COSTA,1/22/2015 0:00,22:33,2015,2015,"M404,","ATK,UP,",NA,"M4,","M,",MAIN,California,38.002329,-122.345307,"California
(38.002329, -122.345307)"
Derailments,2014:12:XGNW:INDUSTRY,0,0,1000,15043,0,0,0,KING,12/3/2014 0:00,15:45,2014,2015,"M101,","BNSF,",7,"M1,","M,",INDUSTRY,Washington,47.60934,-122.34238,"Washington
(47.60934, -122.34238)"
Derailments,2014:03:BNSF:CA0314111,0,0,500,13000,0,0,0,CONTRA COSTA,3/16/2014 0:00,12:35,2014,2014,"H307,H702,","BNSF,",7,"H3,H7,","H,",INDUSTRY,California,37.997722,-122.3423,"California
(37.997722, -122.3423)"
Derailments,2011:06:BNSF:CA0611100,0,0,1200,9500,0,0,0,CONTRA COSTA,6/2/2011 0:00,2:45,2011,2011,"H021,","BNSF,",7,"H0,","H,",SIDING,California,37.997713,-122.342,"California
(37.997713, -122.342)"
Derailments,2013:11:UP:1113PD014,0,0,1456,51470,0,0,0,KING,11/20/2013 0:00,9:44,2013,2014,"T309,","UP,",8,"T3,","T,",YARD,Washington,47.562638,-122.33468,"Washington
(47.562638, -122.33468)"
Derailments,2011:11:ATK:121865,0,0,10000,63691,0,0,0,KING,11/17/2011 0:00,23:45,2011,2012,"H303,","ATK,",8,"H3,","H,",YARD,Washington,47.60621,-122.332071,"Washington
(47.60621, -122.332071)"
Side collision,2011:09:BNSF:NW0911118,0,0,4750,17515,0,0,0,KING,9/25/2011 0:00,9:20,2011,2011,"H310,H020,","BNSF,",67,"H3,H0,H3,H0,","H,",YARD,Washington,47.579776,-122.331974,"Washington
(47.579776, -122.331974)"
Raking collision,2015:05:BNSF:NW0515116,0,0,10000,24001,0,0,0,KING,5/27/2015 0:00,24:10:00,2015,2015,"H022,","BNSF,",75,"H0,","H,",INDUSTRY,Washington,47.575092,-122.331758,"Washington
(47.575092, -122.331758)"
Derailments,2013:08:BNSF:NW0813108,0,0,65100,4000,1,0,0,KING,8/13/2013 0:00,1:10,2013,2013,"E69L,T222,","BNSF,",1,"E6,T2,","E,T,",YARD,Washington,47.566447,-122.331727,"Washington
(47.566447, -122.331727)"
Side collision,2014:06:BNSF:NW0614109,0,0,20500,150924,0,0,0,KING,6/13/2014 0:00,9:40,2014,2014,"H607,","BNSF,",7,"H6,","H,",YARD,Washington,47.573963,-122.331722,"Washington
(47.573963, -122.331722)"
Other impacts,2013:11:BNSF:NW1113117,0,0,0,20000,0,0,0,KING,11/4/2013 0:00,5:45,2013,2014,"H607,H702,","BNSF,",78,"H6,H7,H6,H7,","H,",YARD,Washington,47.6546,-122.3317,"Washington
(47.6546, -122.3317)"
Derailments,2011:06:BNSF:NW0611124,0,0,25000,4659,0,0,0,KING,6/20/2011 0:00,20:30,2011,2011,"H307,","BNSF,UP,",7,"H3,","H,",YARD,Washington,47.570879,-122.331664,"Washington
(47.570879, -122.331664)"
Derailments,2012:03:ATK:123097,0,0,2500,43351,0,0,0,KING,3/6/2012 0:00,21:09,2012,2012,"H702,","ATK,",7,"H7,","H,",YARD,Washington,47.598303,-122.330142,"Washington
(47.598303, -122.330142)"
Derailments,2014:12:BNSF:NW1214107,0,0,1000,17124,0,0,0,KING,12/12/2014 0:00,10:35,2014,2015,"H318,","BNSF,",7,"H3,","H,",YARD,Washington,47.55,-122.33,"Washington
(47.55, -122.33)"
Derailments,2015:08:ATK:138705,0,0,1500,23412,0,0,0,KING,8/11/2015 0:00,4:11,2015,2015,"H303,","ATK,",8,"H3,","H,",YARD,Washington,47.597135,-122.329395,"Washington
(47.597135, -122.329395)"
Derailments,2012:08:ATK:124872,0,0,3500,15000,0,0,0,KING,8/1/2012 0:00,16:41,2012,2012,"H702,","ATK,",7,"H7,","H,",YARD,Washington,47.592602,-122.329201,"Washington
(47.592602, -122.329201)"
Derailments,2014:01:ATK:131208,0,0,3000,28765,0,0,0,KING,1/6/2014 0:00,17:39,2014,2014,"T311,","ATK,",2,"T3,","T,",MAIN,Washington,47.592602,-122.329201,"Washington
(47.592602, -122.329201)"
Other impacts,2013:11:BNSF:NW1113124,0,0,3000,105973,7,2,0,SKAGIT,11/9/2013 0:00,16:53,2013,2014,"H018,H318,","BNSF,",561,"H0,H3,H0,H3,H0,H3,","H,",YARD,Washington,48.473192,-122.329182,"Washington
(48.473192, -122.329182)"
Derailments,2011:07:BNSF:NW0711113,0,0,73383,10000,36,0,0,SKAGIT,7/21/2011 0:00,2:30,2011,2011,"H501,","BNSF,",1,"H5,","H,",YARD,Washington,48.471574,-122.328563,"Washington
(48.471574, -122.328563)"
Derailments,2012:12:BNSF:NW1212125,0,0,0,10000,0,0,0,SNOHOMISH,12/26/2012 0:00,23:00,2012,2013,"M101,","BNSF,",9,"M1,","M,",MAIN,Washington,47.894172,-122.327005,"Washington
(47.894172, -122.327005)"
Derailments,2012:07:UP:0712PD006,0,0,3794,154315,0,0,0,KING,7/21/2012 0:00,10:00,2012,2012,"M501,","UP,",7,"M5,","M,",YARD,Washington,47.554424,-122.322561,"Washington
(47.554424, -122.322561)"
Obstruction impact,2012:03:UP:0312PD012,0,0,0,21902,0,0,0,LANE,3/21/2012 0:00,11:41,2012,2012,"M101,M199,","ATK,UP,",2,"M1,","M,",MAIN,Oregon,43.716856,-122.321534,"Oregon
(43.716856, -122.321534)"
Derailments,2014:02:BNSF:NW0214105,0,0,2500,13432,0,0,0,KING,2/10/2014 0:00,6:45,2014,2014,"H307,H702,","BNSF,",7,"H3,H7,","H,",INDUSTRY,Washington,47.552363,-122.318621,"Washington
(47.552363, -122.318621)"
Derailments,2016:03:UP:0316RS013,0,0,1000,19378,0,0,0,ALAMEDA,3/9/2016 0:00,1:30,2016,2016,"T206,","UP,",8,"T2,","T,",YARD,California,37.808365,-122.31262,"California
(37.808365, -122.31262)"
Raking collision,2011:04:BNSF:NW0411113,0,0,0,46750,9,0,0,KING,4/19/2011 0:00,2:50,2011,2011,"H307,","BNSF,",17,"H3,","H,",YARD,Washington,47.546403,-122.312084,"Washington
(47.546403, -122.312084)"
Other impacts,2012:01:UP:0112RS028,0,0,9740,9277,0,0,0,ALAMEDA,1/31/2012 0:00,2:30,2012,2012,"H306,","UP,",7,"H3,","H,",YARD,California,37.807228,-122.308099,"California
(37.807228, -122.308099)"
Side collision,2016:03:UP:0316RS007,0,0,2500,13198,0,0,0,ALAMEDA,3/8/2016 0:00,20:20,2016,2016,"H307,","UP,",71,"H3,","H,",YARD,California,37.809757,-122.306974,"California
(37.809757, -122.306974)"
Other events,2016:03:UP:0316RS035,0,0,10000,5000,0,0,0,SHASTA,3/25/2016 0:00,15:58,2016,2016,"E69L,","UP,",1,"E6,","E,",MAIN,California,40.45378,-122.305748,"California
(40.45378, -122.305748)"
Derailments,2013:05:UP:0513RS005,0,0,1056,34482,0,0,0,ALAMEDA,5/7/2013 0:00,16:45,2013,2013,"T314,","UP,",8,"T3,","T,",YARD,California,37.805863,-122.305662,"California
(37.805863, -122.305662)"
Fire/violent rupture,2014:02:UP:0214RS005,0,0,0,13487,0,0,0,ALAMEDA,2/4/2014 0:00,6:48,2014,2014,"M406,","UP,",8,"M4,","M,",YARD,California,37.810643,-122.305119,"California
(37.810643, -122.305119)"
Derailments,2015:02:UP:ZZZZZZZZZZ,0,0,0,36000,0,0,0,ALAMEDA,2/27/2015 0:00,8:40,2015,2015,"H307,H702,","BNSF,",7,"H3,H7,","H,",YARD,California,37.812562,-122.30447,"California
(37.812562, -122.30447)"
Derailments,2013:06:UP:0613RS012,0,0,67604,72807,0,0,0,SISKIYOU,6/13/2013 0:00,18:45,2013,2013,"E99L,","UP,",1,"E9,","E,",MAIN,California,41.267654,-122.303969,"California
(41.267654, -122.303969)"
Obstruction impact,2016:05:UP:0516RS013,0,1,0,10885,0,0,0,SHASTA,5/19/2016 0:00,2:46,2016,2016,"M402,","ATK,UP,",2,"M4,","M,",MAIN,California,40.450397,-122.300804,"California
(40.450397, -122.300804)"
Other impacts,2011:06:UP:0611RS005,0,1,0,60000,0,0,0,SISKIYOU,6/14/2011 0:00,10:50,2011,2011,"H402,","UP,",NA,"H4,","H,",MAIN,California,41.277702,-122.300002,"California
(41.277702, -122.300002)"
Highway-rail impact,2016:03:UP:0316RS003,0,5,0,34667,0,0,0,ALAMEDA,3/3/2016 0:00,18:08,2016,2016,"M308,","ATK,UP,",NA,"M3,","M,",MAIN,California,37.862908,-122.299505,"California
(37.862908, -122.299505)"
Highway-rail impact,2012:02:BNSF:NW0212201,0,0,0,53878,0,0,0,SNOHOMISH,2/29/2012 0:00,20:48,2012,2012,"M302,M305,","ATK,BNSF,",NA,"M3,","M,",MAIN,Washington,48.218633,-122.297517,"Washington
(48.218633, -122.297517)"
Other events,2014:08:ATK:134228,0,0,7000,4500,0,0,0,ALAMEDA,8/26/2014 0:00,13:00,2014,2014,"H402,","ATK,",8,"H4,","H,",YARD,California,37.800629,-122.296243,"California
(37.800629, -122.296243)"
Derailments,2016:05:UP:0516RS018,0,0,4562,23994,0,0,0,ALAMEDA,5/21/2016 0:00,6:49,2016,2016,"T314,","UP,",1,"T3,","T,",YARD,California,37.798145,-122.295056,"California
(37.798145, -122.295056)"
Obstruction impact,2012:03:UP:0312RS018,0,0,37950,0,0,0,0,ALAMEDA,3/23/2012 0:00,2:27,2012,2012,"M402,","UP,",1,"M4,","M,",MAIN,California,37.847451,-122.294516,"California
(37.847451, -122.294516)"
Derailments,2015:07:UP:0715RS019,0,0,500,55644,0,0,0,ALAMEDA,7/22/2015 0:00,4:15,2015,2015,"T319,","UP,",7,"T3,","T,",YARD,California,37.821965,-122.292773,"California
(37.821965, -122.292773)"
Other events,2013:02:UP:0213ES002,0,0,13500,0,0,0,0,ALAMEDA,2/14/2013 0:00,12:07,2013,2013,"T399,","UP,",NA,"T3,","T,",MAIN,California,37.83954,-122.292037,"California
(37.83954, -122.292037)"
Derailments,2012:05:UP:0512RS013,0,0,60500,15611,0,0,0,ALAMEDA,5/18/2012 0:00,2:20,2012,2012,"H306,","UP,",7,"H3,","H,",YARD,California,37.799526,-122.290191,"California
(37.799526, -122.290191)"
Other events,2013:08:BNSF:NW0813116,0,0,16200,0,0,0,0,KING,8/16/2013 0:00,23:40,2013,2013,"H607,H702,","BNSF,UP,",1,"H6,H7,","H,",YARD,Washington,47.516677,-122.289276,"Washington
(47.516677, -122.289276)"
Derailments,2011:11:BNSF:NW1111111,0,0,56000,4000,0,0,0,KING,11/21/2011 0:00,4:50,2011,2012,"E69C,","BNSF,",7,"E6,","E,",YARD,Washington,47.513352,-122.287246,"Washington
(47.513352, -122.287246)"
Derailments,2016:04:UP:0416PD015,0,0,500,346816,3,0,0,SISKIYOU,4/29/2016 0:00,16:49,2016,2016,"H519,","UP,",1,"H5,","H,",MAIN,California,41.234597,-122.277806,"California
(41.234597, -122.277806)"
Rear end collision,2011:10:UP:1011RS011,0,26,0,440811,0,0,0,ALAMEDA,10/12/2011 0:00,21:46,2011,2012,"H220,H221,","ATK,UP,",2,"H2,","H,",SIDING,California,37.794036,-122.273222,"California
(37.794036, -122.273222)"
Derailments,2011:10:ATK:121345,0,0,4000,7025,0,0,0,ALAMEDA,10/5/2011 0:00,15:30,2011,2012,"H702,H306,","ATK,",7,"H7,H3,","H,",YARD,California,37.804364,-122.271114,"California
(37.804364, -122.271114)"
Derailments,2012:03:ATK:123233,0,0,6500,52000,0,0,0,ALAMEDA,3/16/2012 0:00,24:54:00,2012,2012,"H401,H702,","ATK,",7,"H4,H7,","H,",YARD,California,37.804364,-122.271114,"California
(37.804364, -122.271114)"
Derailments,2011:07:PNWR:PNW164011D,0,0,67138,15000,0,0,0,BENTON,7/18/2011 0:00,20:17,2011,2011,"T111,T112,","PNWR,",1,"T1,","T,",MAIN,Oregon,44.561315,-122.266,"Oregon
(44.561315, -122.266)"
Derailments,2014:09:ATK:134635,0,0,5000,15000,0,0,0,ALAMEDA,9/28/2014 0:00,10:35,2014,2014,"H303,","ATK,",7,"H3,","H,",YARD,California,37.790218,-122.256289,"California
(37.790218, -122.256289)"
Derailments,2015:04:ATK:137063,0,0,6089,39063,0,0,0,ALAMEDA,4/14/2015 0:00,16:30,2015,2015,"H704,","ATK,",8,"H7,","H,",YARD,California,37.789913,-122.254851,"California
(37.789913, -122.254851)"
Raking collision,2012:12:TMBL:12192012A,0,0,935,25485,12,3,0,PIERCE,12/19/2012 0:00,2:10,2012,2013,"H021,H318,","TMBL,",7,"H0,H3,","H,",YARD,Washington,47.15995,-122.24821,"Washington
(47.15995, -122.24821)"
Other impacts,2013:06:PTOZ:INDUSTRY,0,0,0,50221,1,1,0,PIERCE,6/4/2013 0:00,8:30,2013,2013,"H018,H310,","TMBL,",57,"H0,H3,H0,H3,","H,",YARD,Washington,47.15916,-122.24623,"Washington
(47.15916, -122.24623)"
Other impacts,2014:03:TMBL:03012014A,0,0,0,15000,36,2,0,PIERCE,3/1/2014 0:00,2:40,2014,2014,"H021,H318,","TMBL,",7,"H0,H3,","H,",YARD,Washington,47.15769,-122.24586,"Washington
(47.15769, -122.24586)"
Derailments,2016:06:BNSF:NW0616109,0,0,1500,59800,0,0,0,KING,6/26/2016 0:00,11:59,2016,2016,"H705,","ATK,BNSF,",2,"H7,","H,",MAIN,Washington,47.467572,-122.243421,"Washington
(47.467572, -122.243421)"
Derailments,2015:03:UP:0315PD005,0,0,115506,344163,0,0,0,LANE,3/2/2015 0:00,3:22,2015,2015,"T001,T108,","UP,",1,"T0,T1,","T,",MAIN,Oregon,43.646369,-122.2429,"Oregon
(43.646369, -122.2429)"
Other events,2014:02:PTOZ:INDUSTRY,0,0,0,18056,3,1,0,PIERCE,2/4/2014 0:00,23:45,2014,2014,"M402,H307,","TMBL,",7,"M4,H3,","M,H,",YARD,Washington,47.145651,-122.24155,"Washington
(47.145651, -122.24155)"
Derailments,2011:10:BNSF:NW1011126,0,0,73000,800,0,0,0,KING,10/29/2011 0:00,6:45,2011,2012,"H703,","BNSF,",1,"H7,","H,",YARD,Washington,47.443433,-122.240867,"Washington
(47.443433, -122.240867)"
Derailments,2013:04:BNSF:NW0413103,0,1,65000,69000,0,0,0,SNOHOMISH,4/7/2013 0:00,8:50,2013,2013,"M101,","ATK,BNSF,",2,"M1,","M,",MAIN,Washington,47.964565,-122.239466,"Washington
(47.964565, -122.239466)"
Derailments,2016:08:BNSF:NW0816109,0,0,4260,11340,0,0,0,KING,8/17/2016 0:00,24:20:00,2016,2016,"H312,","BNSF,",1,"H3,","H,",YARD,Washington,47.43142,-122.239299,"Washington
(47.43142, -122.239299)"
Derailments,2012:12:BNSF:NW1212109,0,0,120000,225352,4,1,1,SNOHOMISH,12/17/2012 0:00,13:40,2012,2013,"M101,","BNSF,",1,"M1,","M,",MAIN,Washington,47.9674,-122.2371,"Washington
(47.9674, -122.2371)"
Derailments,2013:05:TMBL:05122013A,0,0,18517,24378,0,0,0,PIERCE,5/12/2013 0:00,22:20,2013,2013,"T207,T299,","TMBL,UP,",1,"T2,","T,",YARD,Washington,47.145682,-122.234889,"Washington
(47.145682, -122.234889)"
Derailments,2012:10:BNSF:NW1012104,0,0,12670,10450,0,0,0,KING,10/7/2012 0:00,21:15,2012,2013,"T314,","BNSF,",1,"T3,","T,",YARD,Washington,47.385963,-122.233128,"Washington
(47.385963, -122.233128)"
Highway-rail impact,2012:01:BNSF:NW0112201,0,5,0,45000,0,0,0,KING,1/24/2012 0:00,18:00,2012,2012,"M304,M302,","ATK,BNSF,",NA,"M3,","M,",MAIN,Washington,47.381737,-122.232958,"Washington
(47.381737, -122.232958)"
